user_id,registration_date,observation_start_date,observation_end_date,last_live_bet_date,first_live_bet_date,tenure_days,live_bets_count,avg_bet_amount,total_turnover,total_payout,ggr,ggr_margin,deposit_count,total_deposit_amount,deposit_to_turnover_ratio,days_active_in_observation,bet_day_rate,days_since_last_bet,live_bets_count_outcome_window,churn
USER_11775,2025-09-18,2025-10-03,2025-12-31,2025-12-22,2025-10-05,104,19,3.77,71.63,42.93,28.7,0.4007,5.0,113.44,1.5837,7,0.0778,9,1,0
USER_11776,2024-04-12,2025-10-03,2025-12-31,2025-12-30,2025-10-25,628,25,14.93,373.25,126.11,247.14,0.6621,1.0,282.25,0.7562,9,0.1,1,3,0
USER_11777,2024-03-20,2025-10-03,2025-12-31,2025-12-30,2025-10-04,651,81,5.94,481.14,166.4,314.74,0.6542,5.0,497.79,1.0346,22,0.2444,1,10,0
USER_11778,2025-03-05,2025-10-03,2025-12-31,2025-12-17,2025-10-05,301,25,4.67,116.75,72.18,44.57,0.3818,2.0,117.28,1.0045,7,0.0778,14,5,0
USER_11779,2025-03-04,2025-10-03,2025-12-31,2025-12-26,2025-10-05,302,35,16.92,592.2,250.55,341.65,0.5769,4.0,793.81,1.3404,13,0.1444,5,6,0
USER_11780,2025-03-06,2025-10-03,2025-12-31,2025-12-31,2025-10-03,300,107,21.21,2269.47,1037.91,1231.56,0.5427,2.0,2201.52,0.9701,30,0.3333,0,5,0
USER_11781,2025-01-07,2025-10-03,2025-12-31,2025-12-29,2025-10-17,358,31,4.02,124.62,57.1,67.52,0.5418,3.0,83.97,0.6738,13,0.1444,2,3,0
USER_11782,2022-12-15,2025-10-03,2025-12-31,2025-12-25,2025-10-09,1112,35,20.07,702.45,230.04,472.41,0.6725,2.0,921.87,1.3124,12,0.1333,6,3,0
USER_11783,2021-04-06,2025-10-03,2025-12-31,2025-12-31,2025-10-14,1730,84,6.78,569.52,349.85,219.67,0.3857,4.0,452.14,0.7939,26,0.2889,0,7,0
USER_11784,2022-05-31,2025-10-03,2025-12-31,2025-12-30,2025-10-04,1310,108,12.42,1341.36,691.31,650.05,0.4846,5.0,1532.89,1.1428,27,0.3,1,14,0
USER_11785,2025-03-06,2025-10-03,2025-12-31,2025-12-29,2025-10-17,300,20,1.68,33.6,16.86,16.74,0.4982,1.0,33.16,0.9869,8,0.0889,2,0,1
USER_11786,2024-02-24,2025-10-03,2025-12-31,2025-12-29,2025-10-04,676,57,23.16,1320.12,245.12,1075.0,0.8143,3.0,1180.6,0.8943,19,0.2111,2,5,0
USER_11787,2021-11-13,2025-10-03,2025-12-31,2025-12-24,2025-10-07,1509,60,5.17,310.2,335.58,-25.38,-0.0818,2.0,298.73,0.963,21,0.2333,7,12,0
USER_11788,2025-05-22,2025-10-03,2025-12-31,2025-12-26,2025-10-05,223,107,17.57,1879.99,1168.86,711.13,0.3783,6.0,1743.34,0.9273,28,0.3111,5,8,0
USER_11789,2023-06-23,2025-10-03,2025-12-31,2025-12-28,2025-10-03,922,75,13.15,986.25,698.47,287.78,0.2918,5.0,778.2,0.789,23,0.2556,3,7,0
USER_11790,2023-10-28,2025-10-03,2025-12-31,2025-12-29,2025-10-13,795,26,3.6,93.6,101.69,-8.09,-0.0864,1.0,128.01,1.3676,9,0.1,2,0,1
USER_11791,2025-05-16,2025-10-03,2025-12-31,2025-12-16,2025-10-07,229,26,8.24,214.24,58.22,156.02,0.7282,4.0,127.33,0.5943,12,0.1333,15,0,1
USER_11792,2024-12-22,2025-10-03,2025-12-31,2025-12-29,2025-10-07,374,157,13.4,2103.8,745.03,1358.77,0.6459,,,,35,0.3889,2,27,0
USER_11793,2025-02-12,2025-10-03,2025-12-31,2025-12-29,2025-10-03,322,152,5.29,804.08,698.38,105.7,0.1315,10.0,440.13,0.5474,39,0.4333,2,18,0
USER_11794,2024-02-29,2025-10-03,2025-12-31,2025-12-22,2025-10-04,671,35,9.6,336.0,145.35,190.65,0.5674,3.0,365.06,1.0865,13,0.1444,9,3,0
USER_11795,2024-05-01,2025-10-03,2025-12-31,2025-12-30,2025-10-10,609,22,12.15,267.3,156.24,111.06,0.4155,3.0,328.98,1.2308,9,0.1,1,0,1
USER_11796,2025-03-17,2025-10-03,2025-12-31,2025-12-30,2025-10-08,289,31,13.02,403.62,314.18,89.44,0.2216,2.0,240.08,0.5948,10,0.1111,1,3,0
USER_11797,2025-08-26,2025-10-03,2025-12-31,2025-12-24,2025-10-03,127,87,14.05,1222.35,1521.96,-299.61,-0.2451,3.0,1037.04,0.8484,26,0.2889,7,10,0
USER_11798,2022-10-19,2025-10-03,2025-12-31,2025-12-26,2025-10-08,1169,31,,394.94,531.16,-136.22,-0.3449,0.0,0.0,0.0,11,0.1222,5,1,0
USER_11799,2024-07-29,2025-10-03,2025-12-31,2025-12-31,2025-10-10,520,12,6.39,76.68,39.67,37.01,0.4827,1.0,56.02,0.7306,8,0.0889,0,3,0
USER_11800,2024-07-28,2025-10-03,2025-12-31,2025-12-15,2025-10-04,521,15,8.94,134.1,23.72,110.38,0.8231,3.0,176.06,1.3129,6,0.0667,16,0,1
USER_11801,2023-09-25,2025-10-03,2025-12-31,2025-12-29,2025-10-06,828,179,6.24,1116.96,484.2,632.76,0.5665,3.0,1340.88,1.2005,38,0.4222,2,17,0
USER_11802,2025-01-21,2025-10-03,2025-12-31,2025-12-29,2025-10-16,344,20,16.12,322.4,157.36,165.04,0.5119,0.0,0.0,0.0,8,0.0889,2,0,1
USER_11803,2025-09-03,2025-10-03,2025-12-31,2025-12-31,2025-10-13,119,86,19.54,1680.44,1732.32,-51.88,-0.0309,6.0,1658.87,0.9872,27,0.3,0,11,0
USER_11804,2022-08-16,2025-10-03,2025-12-31,2025-12-28,2025-10-10,1233,40,7.72,308.8,171.03,137.77,0.4461,0.0,0.0,0.0,13,0.1444,3,2,0
USER_11805,2024-07-16,2025-10-03,2025-12-31,2025-12-31,2025-10-03,533,69,10.19,703.11,263.61,439.5,0.6251,4.0,921.72,1.3109,21,0.2333,0,8,0
USER_11806,2024-02-21,2025-10-03,2025-12-31,2025-12-26,2025-10-11,679,53,26.21,1389.13,1242.33,146.8,0.1057,3.0,1468.94,1.0575,16,0.1778,5,0,1
USER_11807,2024-04-21,2025-10-03,2025-12-31,2025-12-26,2025-10-13,619,61,4.01,244.61,64.55,180.06,0.7361,5.0,251.42,1.0278,22,0.2444,5,4,0
USER_11808,2025-08-31,2025-10-03,2025-12-31,2025-12-29,2025-10-16,122,17,9.34,158.78,117.74,41.04,0.2585,5.0,205.94,1.297,9,0.1,2,4,0
USER_11809,2025-11-04,2025-10-03,2025-12-31,2025-12-20,2025-11-10,57,14,13.77,192.78,61.48,131.3,0.6811,,,,9,0.1,11,1,0
USER_11810,2024-02-05,2025-10-03,2025-12-31,2025-12-31,2025-10-06,695,42,14.66,615.72,234.94,380.78,0.6184,3.0,435.24,0.7069,14,0.1556,0,7,0
USER_11811,2024-12-07,2025-10-03,2025-12-31,2025-12-22,2025-10-03,389,65,8.15,529.75,454.44,75.31,0.1422,2.0,446.61,0.8431,21,0.2333,9,11,0
USER_11812,2025-04-07,2025-10-03,2025-12-31,2025-12-28,2025-10-07,268,85,6.9,586.5,235.21,351.29,0.599,5.0,629.18,1.0728,23,0.2556,3,17,0
USER_11813,2022-10-30,2025-10-03,2025-12-31,2025-12-09,2025-10-03,1158,26,3.48,90.48,24.99,65.49,0.7238,1.0,73.31,0.8102,8,0.0889,22,0,1
USER_11814,2024-12-31,2025-10-03,2025-12-31,2025-12-28,2025-10-04,365,27,22.14,597.78,364.22,233.56,0.3907,0.0,0.0,0.0,10,0.1111,3,0,1
USER_11815,2025-01-01,2025-10-03,2025-12-31,2025-12-28,2025-10-04,364,57,11.16,636.12,127.79,508.33,0.7991,3.0,337.52,0.5306,18,0.2,3,6,0
USER_11816,2024-01-07,2025-10-03,2025-12-31,2025-12-29,2025-10-28,724,50,,532.0,462.14,69.86,0.1313,4.0,683.12,1.2841,12,0.1333,2,7,0
USER_11817,2025-01-08,2025-10-03,2025-12-31,2025-12-29,2025-10-04,357,95,4.09,388.55,292.05,96.5,0.2484,4.0,517.52,1.3319,25,0.2778,2,13,0
USER_11818,2024-10-13,2025-10-03,2025-12-31,2025-12-31,2025-10-05,444,132,8.52,1124.64,1389.05,-264.41,-0.2351,4.0,1213.83,1.0793,32,0.3556,0,15,0
USER_11819,2024-11-24,2025-10-03,2025-12-31,2025-12-31,2025-10-11,402,66,4.81,317.46,346.72,-29.26,-0.0922,1.0,339.82,1.0704,23,0.2556,0,7,0
USER_11820,2025-05-04,2025-10-03,2025-12-31,2025-12-25,2025-10-16,241,11,19.59,215.49,68.43,147.06,0.6824,2.0,167.81,0.7787,5,0.0556,6,0,1
USER_11821,2025-10-04,2025-10-03,2025-12-31,2025-12-29,2025-10-07,88,148,5.55,821.4,533.84,287.56,0.3501,1.0,614.64,0.7483,36,0.4,2,4,0
USER_11822,2025-08-17,2025-10-03,2025-12-31,2025-12-30,2025-10-07,136,67,11.56,774.52,785.07,-10.55,-0.0136,3.0,844.86,1.0908,19,0.2111,1,18,0
USER_11823,2025-05-17,2025-10-03,2025-12-31,2025-12-31,2025-10-16,228,39,18.81,733.59,553.6,179.99,0.2454,5.0,526.55,0.7178,12,0.1333,0,7,0
USER_11824,2023-12-25,2025-10-03,2025-12-31,2025-12-31,2025-10-10,737,75,5.06,379.5,325.55,53.95,0.1422,1.0,388.55,1.0238,24,0.2667,0,16,0
USER_11825,2025-07-04,2025-10-03,2025-12-31,2025-12-28,2025-10-04,180,58,4.56,264.48,218.08,46.4,0.1754,5.0,259.5,0.9812,19,0.2111,3,4,0
USER_11826,2024-03-08,2025-10-03,2025-12-31,2025-12-28,2025-10-06,663,66,,700.26,424.74,275.52,0.3935,4.0,755.9,1.0795,22,0.2444,3,4,0
USER_11827,2024-03-10,2025-10-03,2025-12-31,2025-12-26,2025-10-06,661,21,15.29,321.09,162.21,158.88,0.4948,2.0,264.63,0.8242,8,0.0889,5,0,1
USER_11828,2024-09-13,2025-10-03,2025-12-31,2025-12-28,2025-10-05,474,76,4.3,326.8,188.18,138.62,0.4242,3.0,230.18,0.7043,22,0.2444,3,11,0
USER_11829,2024-05-11,2025-10-03,2025-12-31,2025-12-31,2025-10-06,599,54,10.98,592.92,279.39,313.53,0.5288,11.0,337.29,0.5689,17,0.1889,0,8,0
USER_11830,2023-12-27,2025-10-03,2025-12-31,2025-12-26,2025-10-04,735,103,4.56,469.68,114.4,355.28,0.7564,3.0,404.39,0.861,24,0.2667,5,23,0
USER_11831,2025-07-02,2025-10-03,2025-12-31,2025-12-30,2025-10-07,182,234,6.39,1495.26,468.75,1026.51,0.6865,5.0,1095.42,0.7326,46,0.5111,1,51,0
USER_11832,2025-10-07,2025-10-03,2025-12-31,2025-12-16,2025-10-17,85,26,6.52,169.52,86.76,82.76,0.4882,5.0,178.66,1.0539,8,0.0889,15,1,0
USER_11833,2025-07-13,2025-10-03,2025-12-31,2025-12-10,2025-10-08,171,43,12.32,529.76,395.42,134.34,0.2536,1.0,576.08,1.0874,15,0.1667,21,7,0
USER_11834,2025-07-03,2025-10-03,2025-12-31,2025-12-23,2025-10-03,181,34,8.2,278.8,38.37,240.43,0.8624,3.0,233.56,0.8377,15,0.1667,8,0,1
USER_11835,2025-09-29,2025-10-03,2025-12-31,2025-12-31,2025-10-03,93,48,,585.6,389.63,195.97,0.3346,2.0,679.19,1.1598,17,0.1889,0,5,0
USER_11836,2025-07-16,2025-10-03,2025-12-31,2025-12-31,2025-10-03,168,145,5.41,784.45,600.0,184.45,0.2351,0.0,0.0,0.0,35,0.3889,0,19,0
USER_11837,2025-07-11,2025-10-03,2025-12-31,2025-12-28,2025-10-12,173,44,5.4,237.6,96.2,141.4,0.5951,6.0,303.88,1.279,17,0.1889,3,3,0
USER_11838,2024-09-10,2025-10-03,2025-12-31,2025-12-23,2025-10-03,477,70,14.8,1036.0,398.91,637.09,0.615,2.0,719.16,0.6942,19,0.2111,8,9,0
USER_11839,2023-10-27,2025-10-03,2025-12-31,2025-12-31,2025-10-13,796,64,8.38,536.32,342.28,194.04,0.3618,3.0,322.13,0.6006,18,0.2,0,3,0
USER_11840,2024-08-06,2025-10-03,2025-12-31,2025-12-28,2025-10-03,512,64,10.6,678.4,681.64,-3.24,-0.0048,8.0,839.05,1.2368,17,0.1889,3,15,0
USER_11841,2025-03-27,2025-10-03,2025-12-31,2025-12-03,2025-10-10,279,26,2.73,70.98,54.21,16.77,0.2363,3.0,104.06,1.466,9,0.1,28,1,0
USER_11842,2021-05-03,2025-10-03,2025-12-31,2025-12-21,2025-10-04,1703,22,9.64,212.08,145.17,66.91,0.3155,3.0,132.48,0.6247,10,0.1111,10,1,0
USER_11843,2024-12-13,2025-10-03,2025-12-31,2025-12-31,2025-10-09,383,51,10.72,546.72,341.63,205.09,0.3751,5.0,314.53,0.5753,18,0.2,0,1,0
USER_11844,2022-01-28,2025-10-03,2025-12-31,2025-12-26,2025-10-21,1433,22,8.17,179.74,226.32,-46.58,-0.2592,0.0,0.0,0.0,10,0.1111,5,3,0
USER_11845,2025-05-28,2025-10-03,2025-12-31,2025-12-25,2025-10-03,217,28,1.84,51.52,37.57,13.95,0.2708,4.0,83.08,1.6126,10,0.1111,6,0,1
USER_11846,2025-09-25,2025-10-03,2025-12-31,2025-12-23,2025-10-03,97,113,4.79,541.27,327.71,213.56,0.3946,5.0,354.97,0.6558,28,0.3111,8,13,0
USER_11847,2025-07-19,2025-10-03,2025-12-31,2025-12-15,2025-10-18,165,28,12.01,336.28,175.42,160.86,0.4784,0.0,0.0,0.0,10,0.1111,16,1,0
USER_11848,2025-09-01,2025-10-03,2025-12-31,2025-12-31,2025-10-03,121,80,5.95,476.0,68.46,407.54,0.8562,3.0,624.15,1.3112,22,0.2444,0,10,0
USER_11849,2024-02-16,2025-10-03,2025-12-31,2025-12-25,2025-10-06,684,82,11.4,934.8,351.19,583.61,0.6243,1.0,604.12,0.6463,20,0.2222,6,2,0
USER_11850,2024-10-05,2025-10-03,2025-12-31,2025-12-29,2025-10-03,452,60,8.83,529.8,130.6,399.2,0.7535,4.0,276.03,0.521,17,0.1889,2,4,0
USER_11851,2025-08-08,2025-10-03,2025-12-31,2025-12-30,2025-10-04,145,72,22.96,1653.12,578.76,1074.36,0.6499,2.0,1981.83,1.1988,21,0.2333,1,8,0
USER_11852,2023-12-06,2025-10-03,2025-12-31,2025-12-31,2025-10-04,756,77,8.89,684.53,507.3,177.23,0.2589,5.0,682.92,0.9976,21,0.2333,0,7,0
USER_11853,2021-05-22,2025-10-03,2025-12-31,2025-12-29,2025-10-05,1684,121,5.09,615.89,366.19,249.7,0.4054,4.0,767.65,1.2464,31,0.3444,2,11,0
USER_11854,2025-09-25,2025-10-03,2025-12-31,2025-12-25,2025-10-19,97,12,7.74,92.88,30.15,62.73,0.6754,3.0,116.06,1.2496,6,0.0667,6,2,0
USER_11855,2023-04-12,2025-10-03,2025-12-31,2025-12-30,2025-10-06,994,72,17.43,1254.96,1001.56,253.4,0.2019,5.0,1091.91,0.8701,21,0.2333,1,11,0
USER_11856,2025-07-12,2025-10-03,2025-12-31,2025-12-23,2025-10-11,172,19,11.16,212.04,26.82,185.22,0.8735,3.0,262.51,1.238,7,0.0778,8,1,0
USER_11857,2025-05-16,2025-10-03,2025-12-31,2025-12-25,2025-10-03,229,61,5.5,335.5,172.77,162.73,0.485,3.0,292.37,0.8714,18,0.2,6,8,0
USER_11858,2023-07-11,2025-10-03,2025-12-31,2025-12-31,2025-10-03,904,28,8.69,243.32,101.23,142.09,0.584,1.0,194.07,0.7976,11,0.1222,0,2,0
USER_11859,2025-07-25,2025-10-03,2025-12-31,2025-12-25,2025-10-03,159,107,18.32,1960.24,2509.2,-548.96,-0.28,2.0,1569.54,0.8007,29,0.3222,6,10,0
USER_11860,2025-02-23,2025-10-03,2025-12-31,2025-12-27,2025-10-06,311,68,3.62,246.16,193.43,52.73,0.2142,,,,20,0.2222,4,6,0
USER_11861,2025-03-19,2025-10-03,2025-12-31,2025-12-27,2025-10-18,287,26,4.2,109.2,136.22,-27.02,-0.2474,2.0,147.68,1.3524,11,0.1222,4,0,1
USER_11862,2025-08-01,2025-10-03,2025-12-31,2025-12-22,2025-10-05,152,47,15.98,751.06,514.74,236.32,0.3146,3.0,970.19,1.2918,16,0.1778,9,3,0
USER_11863,2021-01-05,2025-10-03,2025-12-31,2025-12-20,2025-10-04,1821,53,8.42,446.26,369.85,76.41,0.1712,0.0,0.0,0.0,17,0.1889,11,4,0
USER_11864,2023-06-03,2025-10-03,2025-12-31,2025-12-31,2025-10-08,942,67,8.02,537.34,424.42,112.92,0.2101,5.0,473.69,0.8815,19,0.2111,0,11,0
USER_11865,2025-04-26,2025-10-03,2025-12-31,2025-12-28,2025-10-06,249,13,7.26,94.38,70.29,24.09,0.2552,2.0,124.75,1.3218,5,0.0556,3,0,1
USER_11866,2025-08-23,2025-10-03,2025-12-31,2025-12-19,2025-10-05,130,28,12.42,347.76,298.38,49.38,0.142,2.0,301.09,0.8658,12,0.1333,12,0,1
USER_11867,2023-10-06,2025-10-03,2025-12-31,2025-12-28,2025-10-05,817,29,10.0,290.0,91.35,198.65,0.685,5.0,207.72,0.7163,14,0.1556,3,3,0
USER_11868,2024-12-30,2025-10-03,2025-12-31,2025-12-28,2025-10-06,366,42,8.85,371.7,296.07,75.63,0.2035,3.0,398.18,1.0712,16,0.1778,3,2,0
USER_11869,2025-09-29,2025-10-03,2025-12-31,2025-12-31,2025-10-04,93,122,7.25,884.5,645.26,239.24,0.2705,4.0,853.89,0.9654,29,0.3222,0,16,0
USER_11870,2025-09-11,2025-10-03,2025-12-31,2025-12-31,2025-10-06,111,142,9.09,1290.78,1584.92,-294.14,-0.2279,,,,37,0.4111,0,14,0
USER_11871,2025-05-22,2025-10-03,2025-12-31,2025-12-07,2025-10-10,223,21,8.56,179.76,28.48,151.28,0.8416,4.0,120.59,0.6708,9,0.1,24,2,0
USER_11872,2025-08-16,2025-10-03,2025-12-31,2025-12-17,2025-10-09,137,17,5.23,88.91,107.31,-18.4,-0.207,3.0,99.18,1.1155,8,0.0889,14,2,0
USER_11873,2021-03-14,2025-10-03,2025-12-31,2025-12-27,2025-10-08,1753,98,5.33,522.34,247.27,275.07,0.5266,2.0,453.54,0.8683,24,0.2667,4,13,0
USER_11874,2021-06-10,2025-10-03,2025-12-31,2025-12-31,2025-10-06,1665,86,17.46,1501.56,1074.61,426.95,0.2843,3.0,798.82,0.532,23,0.2556,0,13,0
USER_11875,2025-01-05,2025-10-03,2025-12-31,2025-12-20,2025-10-15,360,31,4.94,153.14,22.88,130.26,0.8506,,,,9,0.1,11,3,0
USER_11876,2025-02-01,2025-10-03,2025-12-31,2025-12-16,2025-10-09,333,53,4.35,230.55,294.36,-63.81,-0.2768,0.0,0.0,0.0,15,0.1667,15,2,0
USER_11877,2025-04-12,2025-10-03,2025-12-31,2025-12-30,2025-10-08,263,74,4.73,350.02,299.76,50.26,0.1436,4.0,388.24,1.1092,21,0.2333,1,11,0
USER_11878,2025-07-20,2025-10-03,2025-12-31,2025-12-19,2025-10-09,164,14,4.2,58.8,52.94,5.86,0.0997,5.0,60.47,1.0284,7,0.0778,12,2,0
USER_11879,2025-02-17,2025-10-03,2025-12-31,2025-12-27,2025-10-03,317,19,3.64,69.16,64.27,4.89,0.0707,3.0,47.81,0.6913,9,0.1,4,2,0
USER_11880,2024-07-02,2025-10-03,2025-12-31,2025-12-30,2025-10-03,547,64,6.86,439.04,232.57,206.47,0.4703,3.0,314.79,0.717,24,0.2667,1,4,0
USER_11881,2025-08-22,2025-10-03,2025-12-31,2025-12-25,2025-10-03,131,71,7.77,551.67,143.01,408.66,0.7408,2.0,454.67,0.8242,23,0.2556,6,6,0
USER_11882,2025-08-06,2025-10-03,2025-12-31,2025-12-14,2025-10-05,147,26,16.16,420.16,173.57,246.59,0.5869,4.0,426.47,1.015,9,0.1,17,0,1
USER_11883,2025-09-26,2025-10-03,2025-12-31,2025-12-25,2025-10-03,96,54,7.47,403.38,107.58,295.8,0.7333,4.0,494.3,1.2254,17,0.1889,6,0,1
USER_11884,2022-11-13,2025-10-03,2025-12-31,2025-12-30,2025-10-06,1144,16,11.75,188.0,151.46,36.54,0.1944,0.0,0.0,0.0,8,0.0889,1,0,1
USER_11885,2025-05-30,2025-10-03,2025-12-31,2025-12-31,2025-10-03,215,96,6.9,662.4,203.31,459.09,0.6931,3.0,659.51,0.9956,23,0.2556,0,8,0
USER_11886,2025-02-16,2025-10-03,2025-12-31,2025-12-26,2025-10-06,318,88,4.86,427.68,343.94,83.74,0.1958,5.0,572.08,1.3376,20,0.2222,5,20,0
USER_11887,2023-06-23,2025-10-03,2025-12-31,2025-12-30,2025-10-19,922,14,6.35,88.9,57.91,30.99,0.3486,,,,6,0.0667,1,1,0
USER_11888,2024-08-18,2025-10-03,2025-12-31,2025-12-30,2025-10-04,500,112,1.91,213.92,55.18,158.74,0.7421,5.0,210.0,0.9817,25,0.2778,1,16,0
USER_11889,2025-07-18,2025-10-03,2025-12-31,2025-12-28,2025-10-18,166,16,,96.16,60.79,35.37,0.3678,3.0,155.49,1.617,5,0.0556,3,5,0
USER_11890,2023-05-18,2025-10-03,2025-12-31,2025-12-30,2025-10-10,958,68,,1539.52,1899.69,-360.17,-0.2339,2.0,1268.42,0.8239,20,0.2222,1,5,0
USER_11891,2023-09-01,2025-10-03,2025-12-31,2025-12-26,2025-10-03,852,59,15.67,924.53,424.87,499.66,0.5404,1.0,952.08,1.0298,16,0.1778,5,4,0
USER_11892,2025-10-01,2025-10-03,2025-12-31,2025-12-31,2025-10-03,91,147,13.22,1943.34,220.2,1723.14,0.8867,9.0,1898.82,0.9771,36,0.4,0,16,0
USER_11893,2025-05-17,2025-10-03,2025-12-31,2025-12-31,2025-10-05,228,166,9.36,1553.76,451.92,1101.84,0.7091,2.0,1560.53,1.0044,33,0.3667,0,16,0
USER_11894,2020-10-12,2025-10-03,2025-12-31,2025-12-28,2025-11-01,1906,32,10.16,325.12,150.8,174.32,0.5362,3.0,387.35,1.1914,9,0.1,3,0,1
USER_11895,2025-06-14,2025-10-03,2025-12-31,2025-12-30,2025-10-07,200,22,52.11,1146.42,1495.51,-349.09,-0.3045,1.0,1430.59,1.2479,11,0.1222,1,4,0
USER_11896,2025-09-13,2025-10-03,2025-12-31,2025-12-31,2025-10-04,109,189,9.74,1840.86,1910.63,-69.77,-0.0379,5.0,2348.89,1.276,39,0.4333,0,16,0
USER_11897,2025-08-29,2025-10-03,2025-12-31,2025-12-31,2025-10-03,124,100,4.65,465.0,406.09,58.91,0.1267,8.0,525.58,1.1303,26,0.2889,0,18,0
USER_11898,2023-06-04,2025-10-03,2025-12-31,2025-12-23,2025-10-07,941,62,4.8,297.6,140.94,156.66,0.5264,6.0,194.02,0.6519,18,0.2,8,10,0
USER_11899,2025-02-07,2025-10-03,2025-12-31,2025-12-27,2025-10-04,327,41,9.24,378.84,115.07,263.77,0.6963,2.0,383.94,1.0135,13,0.1444,4,6,0
USER_11900,2024-03-03,2025-10-03,2025-12-31,2025-12-19,2025-10-07,668,24,8.24,197.76,140.78,56.98,0.2881,6.0,162.1,0.8197,9,0.1,12,4,0
USER_11901,2024-04-14,2025-10-03,2025-12-31,2025-12-29,2025-11-11,626,19,15.62,296.78,189.66,107.12,0.3609,1.0,162.23,0.5466,8,0.0889,2,0,1
USER_11902,2025-07-08,2025-10-03,2025-12-31,2025-12-26,2025-10-06,176,51,26.35,1343.85,777.2,566.65,0.4217,,,,16,0.1778,5,3,0
USER_11903,2023-03-06,2025-10-03,2025-12-31,2025-12-31,2025-10-08,1031,119,4.9,583.1,217.1,366.0,0.6277,7.0,347.02,0.5951,31,0.3444,0,17,0
USER_11904,2023-03-03,2025-10-03,2025-12-31,2025-12-30,2025-10-03,1034,81,,483.57,376.73,106.84,0.2209,2.0,309.48,0.64,26,0.2889,1,6,0
USER_11905,2023-12-24,2025-10-03,2025-12-31,2025-12-29,2025-10-03,738,57,11.35,646.95,501.02,145.93,0.2256,2.0,581.82,0.8993,20,0.2222,2,2,0
USER_11906,2025-08-17,2025-10-03,2025-12-31,2025-12-29,2025-10-07,136,54,7.05,380.7,172.88,207.82,0.5459,2.0,480.09,1.2611,18,0.2,2,5,0
USER_11907,2023-09-29,2025-10-03,2025-12-31,2025-12-31,2025-10-06,824,189,7.41,1400.49,1587.31,-186.82,-0.1334,5.0,1435.02,1.0247,40,0.4444,0,34,0
USER_11908,2022-11-04,2025-10-03,2025-12-31,2025-12-30,2025-10-04,1153,154,13.79,2123.66,1653.54,470.12,0.2214,2.0,1617.18,0.7615,37,0.4111,1,16,0
USER_11909,2023-01-23,2025-10-03,2025-12-31,2025-12-23,2025-10-03,1073,31,5.42,168.02,86.44,81.58,0.4855,0.0,0.0,0.0,11,0.1222,8,0,1
USER_11910,2024-03-12,2025-10-03,2025-12-31,2025-12-31,2025-10-05,659,124,9.18,1138.32,1059.15,79.17,0.0695,4.0,1279.27,1.1238,27,0.3,0,11,0
USER_11911,2021-03-23,2025-10-03,2025-12-31,2025-12-30,2025-10-04,1744,72,30.15,2170.8,1447.97,722.83,0.333,3.0,2696.7,1.2423,24,0.2667,1,5,0
USER_11912,2023-09-30,2025-10-03,2025-12-31,2025-12-29,2025-10-04,823,131,8.87,1161.97,366.71,795.26,0.6844,3.0,1277.14,1.0991,33,0.3667,2,16,0
USER_11913,2023-09-18,2025-10-03,2025-12-31,2025-12-26,2025-10-07,835,20,8.3,166.0,71.24,94.76,0.5708,3.0,119.09,0.7174,6,0.0667,5,0,1
USER_11914,2022-05-25,2025-10-03,2025-12-31,2025-12-27,2025-10-04,1316,50,6.33,316.5,152.63,163.87,0.5178,2.0,276.58,0.8739,17,0.1889,4,4,0
USER_11915,2023-02-13,2025-10-03,2025-12-31,2025-12-27,2025-10-04,1052,129,13.84,1785.36,1407.4,377.96,0.2117,5.0,1164.08,0.652,32,0.3556,4,13,0
USER_11916,2023-12-20,2025-10-03,2025-12-31,2025-12-28,2025-10-03,742,77,6.35,488.95,223.34,265.61,0.5432,4.0,350.56,0.717,24,0.2667,3,9,0
USER_11917,2023-02-12,2025-10-03,2025-12-31,2025-12-27,2025-10-08,1053,89,22.08,1965.12,1864.81,100.31,0.051,3.0,2132.22,1.085,25,0.2778,4,0,1
USER_11918,2024-09-09,2025-10-03,2025-12-31,2025-12-30,2025-10-07,478,94,11.2,1052.8,755.97,296.83,0.2819,0.0,0.0,0.0,24,0.2667,1,11,0
USER_11919,2021-03-05,2025-10-03,2025-12-31,2025-12-27,2025-10-13,1762,50,11.24,562.0,546.07,15.93,0.0283,5.0,782.2,1.3918,17,0.1889,4,6,0
USER_11920,2025-06-10,2025-10-03,2025-12-31,2025-12-28,2025-10-08,204,82,10.77,883.14,886.47,-3.33,-0.0038,5.0,1038.87,1.1763,29,0.3222,3,15,0
USER_11921,2024-10-28,2025-10-03,2025-12-31,2025-12-19,2025-10-05,429,69,8.84,609.96,423.21,186.75,0.3062,3.0,497.54,0.8157,21,0.2333,12,7,0
USER_11922,2025-09-16,2025-10-03,2025-12-31,2025-12-23,2025-10-03,106,83,19.51,1619.33,473.04,1146.29,0.7079,5.0,1540.53,0.9513,27,0.3,8,16,0
USER_11923,2022-05-28,2025-10-03,2025-12-31,2025-12-30,2025-10-03,1313,69,11.03,761.07,217.5,543.57,0.7142,1.0,530.12,0.6965,19,0.2111,1,3,0
USER_11924,2023-02-04,2025-10-03,2025-12-31,2025-12-30,2025-10-06,1061,39,,157.95,15.8,142.15,0.9,3.0,106.7,0.6755,16,0.1778,1,10,0
